"IATA_CODE","AIRPORT","CITY","STATE","COUNTRY","LATITUDE_ARRIVAL","LONGITUDE_ARRIVAL","IATA_CODE.y","LATITUDE_ORIGIN","LONGITUDE_ORIGIN"
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"DSM",41.53493,-93.66068
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MTJ",38.50887,-107.89383
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"FSM",35.33659,-94.36744
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LGA",40.77724,-73.87261
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MGM",32.30064,-86.39398
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ICT",37.64996,-97.43305
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SPI",39.84395,-89.67762
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"OMA",41.30252,-95.89417
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CVG",39.04614,-84.66217
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LCH",30.1261,-93.2234
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"JAC",43.60732,-110.73774
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"DTW",42.21206,-83.34884
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"FWA",40.97847,-85.19515
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BOS",42.36435,-71.00518
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SLC",40.78839,-111.97777
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"HDN",40.48118,-107.21766
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MSN",43.13986,-89.33751
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"JAX",30.49406,-81.68786
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MSP",44.88055,-93.21692
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CMH",39.99799,-82.89188
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"IND",39.71733,-86.29438
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"PIT",40.49147,-80.23287
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"DCA",38.85208,-77.03772
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CID",41.88459,-91.71087
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ORF",36.89461,-76.20122
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GGG",32.38486,-94.71171
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BMI",40.47799,-88.91595
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"DRO",37.15152,-107.75377
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SNA",33.67566,-117.86822
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SMF",38.69542,-121.59077
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"RIC",37.50517,-77.31967
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"IAD",38.94453,-77.45581
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"JFK",40.63975,-73.77893
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ACT",31.61129,-97.23052
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"TUL",36.19837,-95.88824
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GUC",38.53396,-106.93318
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LFT",30.20528,-91.98766
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"TLH",30.39653,-84.35033
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MEM",35.04242,-89.97667
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"TYS",35.81249,-83.99286
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"COS",38.80581,-104.70025
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MSY",29.99339,-90.25803
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SHV",32.44663,-93.8256
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"PHL",39.87195,-75.24114
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MIA",25.79325,-80.29056
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"EWR",40.6925,-74.16866
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"COU",38.81809,-92.21963
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GPT",30.40728,-89.07009
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MKE",42.94722,-87.89658
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"HOU",29.64542,-95.27889
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"AEX",31.32737,-92.54856
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BPT",29.95083,-94.02069
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"TUS",32.11608,-110.94103
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"TXK",33.45371,-93.99102
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MAF",31.94253,-102.20191
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MEI",32.33313,-88.75121
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BRO",25.90683,-97.42586
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CHA",35.03527,-85.20379
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"RNO",39.49858,-119.76806
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GRK",31.0649,-97.8278
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ANC",61.17432,-149.99619
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CRP",27.77036,-97.50122
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"FSD",43.58135,-96.7417
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GJT",39.12241,-108.52673
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MHK",39.14097,-96.67083
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LAS",36.08036,-115.15233
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LAX",33.94254,-118.40807
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GSP",34.89567,-82.21886
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"OGG",20.89865,-156.43046
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MCO",28.42889,-81.31603
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MLI",41.44853,-90.50754
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LRD",27.54374,-99.46154
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CLL",30.58859,-96.36382
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ONT",34.056,-117.60119
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"RAP",44.04532,-103.05737
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GRI",40.96747,-98.30861
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ATL",33.64044,-84.42694
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"DAY",39.90238,-84.21938
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SFO",37.619,-122.37484
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"PSP",33.82922,-116.50625
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"OKC",35.39309,-97.60073
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ABQ",35.04022,-106.60919
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CLT",35.21401,-80.94313
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"PIA",40.66424,-89.69331
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"JAN",32.31117,-90.07589
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BIS",46.77411,-100.74672
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"EVV",38.03799,-87.53063
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"AMA",35.21937,-101.70593
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BTR",30.53316,-91.14963
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SDF",38.17439,-85.736
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ABI",32.41132,-99.6819
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SPS",33.9888,-98.49189
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MFE",26.17583,-98.23861
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"JLN",37.15181,-94.49827
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BWI",39.1754,-76.6682
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MOB",30.69142,-88.24283
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"MLU",32.51087,-92.03769
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"RDU",35.87764,-78.78747
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"CAE",33.93884,-81.11954
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LAW",34.56771,-98.41664
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"SGF",37.24433,-93.38686
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BNA",36.12448,-86.67818
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"LBB",33.66364,-101.82278
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"BDL",41.93887,-72.68323
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"XNA",36.28187,-94.30681
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"FAT",36.77619,-119.71814
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"PIB",31.46715,-89.33706
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"PNS",30.47331,-87.18744
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"ASE",39.22316,-106.86885
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"GRR",42.88082,-85.52277
"DFW","Dallas/Fort Worth International Airport","Dallas-Fort Worth","TX","USA",32.89595,-97.0372,"TPA",27.97547,-82.53325
"DHN","Dothan Regional Airport","Dothan","AL","USA",31.32134,-85.44963,"ATL",33.64044,-84.42694
"DIK","Dickinson Theodore Roosevelt Regional Airport","Dickinson","ND","USA",46.79739,-102.80195,"DEN",39.85841,-104.667
"DIK","Dickinson Theodore Roosevelt Regional Airport","Dickinson","ND","USA",46.79739,-102.80195,"MSP",44.88055,-93.21692
"DLG","Dillingham Airport","Dillingham","AK","USA",59.04541,-158.50334,"ANC",61.17432,-149.99619
"DLH","Duluth International Airport","Duluth","MN","USA",46.84209,-92.19365,"MCI",39.29761,-94.71391
"DLH","Duluth International Airport","Duluth","MN","USA",46.84209,-92.19365,"MSP",44.88055,-93.21692
"DLH","Duluth International Airport","Duluth","MN","USA",46.84209,-92.19365,"ORD",41.9796,-87.90446
"DRO","Durango-La Plata County Airport","Durango","CO","USA",37.15152,-107.75377,"DFW",32.89595,-97.0372
"DRO","Durango-La Plata County Airport","Durango","CO","USA",37.15152,-107.75377,"DEN",39.85841,-104.667
"DRO","Durango-La Plata County Airport","Durango","CO","USA",37.15152,-107.75377,"PHX",33.43417,-112.00806
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"LAS",36.08036,-115.15233
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"DTW",42.21206,-83.34884
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"MSP",44.88055,-93.21692
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"SLC",40.78839,-111.97777
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"MDW",41.78598,-87.75242
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"DEN",39.85841,-104.667
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"DFW",32.89595,-97.0372
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"ATL",33.64044,-84.42694
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"LGA",40.77724,-73.87261
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"PHX",33.43417,-112.00806
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"ORD",41.9796,-87.90446
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"IAH",29.98047,-95.33972
"DSM","Des Moines International Airport","Des Moines","IA","USA",41.53493,-93.66068,"EWR",40.6925,-74.16866
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"TUL",36.19837,-95.88824
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SCE",40.85121,-77.8463
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"LEX",38.03697,-84.60539
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MCO",28.42889,-81.31603
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ATL",33.64044,-84.42694
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BOS",42.36435,-71.00518
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"IAH",29.98047,-95.33972
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MIA",25.79325,-80.29056
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MYR",33.67975,-78.92833
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"DCA",38.85208,-77.03772
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MSY",29.99339,-90.25803
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"HSV",34.64045,-86.77311
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MKE",42.94722,-87.89658
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BGM",42.20848,-75.97961
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ORD",41.9796,-87.90446
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CAK",40.91631,-81.44247
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"LGA",40.77724,-73.87261
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"RST",43.90883,-92.49799
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PLN",45.57093,-84.79672
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"JFK",40.63975,-73.77893
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"AZO",42.23488,-85.55206
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BNA",36.12448,-86.67818
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SAN",32.73356,-117.18966
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MQT",46.35364,-87.39536
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"DAY",39.90238,-84.21938
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CID",41.88459,-91.71087
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"EVV",38.03799,-87.53063
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ORF",36.89461,-76.20122
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MBS",43.53291,-84.07965
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"GRR",42.88082,-85.52277
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"TPA",27.97547,-82.53325
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BGR",44.80744,-68.82814
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PHX",33.43417,-112.00806
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PBI",26.68316,-80.09559
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"LAN",42.7787,-84.58736
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CIU",46.25075,-84.47239
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MSN",43.13986,-89.33751
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BDL",41.93887,-72.68323
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BHM",33.56294,-86.75355
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ITH",42.49103,-76.45844
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BWI",39.1754,-76.6682
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PIT",40.49147,-80.23287
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ELM",42.15991,-76.89144
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"DSM",41.53493,-93.66068
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"OMA",41.30252,-95.89417
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ROC",43.11887,-77.67238
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SAT",29.53369,-98.46978
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"JAX",30.49406,-81.68786
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MDT",40.1935,-76.7634
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"STL",38.74769,-90.35999
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"LAX",33.94254,-118.40807
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"RIC",37.50517,-77.31967
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"TYS",35.81249,-83.99286
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SJU",18.43942,-66.00183
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"EWR",40.6925,-74.16866
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"FWA",40.97847,-85.19515
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MSP",44.88055,-93.21692
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BTV",44.473,-73.15031
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SLC",40.78839,-111.97777
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"LIT",34.7294,-92.22425
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CLT",35.21401,-80.94313
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SBN",41.70895,-86.31847
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CHA",35.03527,-85.20379
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CHS",32.89865,-80.04051
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CMH",39.99799,-82.89188
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"DAL",32.84711,-96.85177
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"TVC",44.74144,-85.58224
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"HPN",41.06696,-73.70757
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ABE",40.65236,-75.4404
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"GSO",36.09775,-79.9373
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"FLL",26.07258,-80.15275
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SDF",38.17439,-85.736
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BUF",42.94052,-78.73217
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"TTN",40.27669,-74.81347
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PIA",40.66424,-89.69331
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SWF",41.50409,-74.10484
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PWM",43.64617,-70.30875
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MLI",41.44853,-90.50754
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SRQ",27.39533,-82.55411
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MEM",35.04242,-89.97667
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"ATW",44.25741,-88.51948
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"BMI",40.47799,-88.91595
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"SFO",37.619,-122.37484
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CVG",39.04614,-84.66217
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CLE",41.41089,-81.8494
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"PVD",41.724,-71.42822
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"IAD",38.94453,-77.45581
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"CRW",38.37315,-81.59319
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"MCI",39.29761,-94.71391
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"RSW",26.53617,-81.75517
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"DEN",39.85841,-104.667
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"OKC",35.39309,-97.60073
"DTW","Detroit Metropolitan Airport","Detroit","MI","USA",42.21206,-83.34884,"AVP",41.33815,-75.72427
